"","X","ord_in_thread","author","published","crawled","site_url","country","domain_rank","spam_score","replies_count","participants_count","likes","comments","shares","type"
"2558",2563,0,"Truth Detector","10/31/2016 10:28","10/31/2016 10:28","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2559",2564,0,"Paulus","10/31/2016 10:54","10/31/2016 10:54","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2560",2565,0,"Ann Tenna","10/31/2016 10:54","10/31/2016 10:54","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2561",2566,0,"Michael Snyder","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2562",2567,0,"Chris Menahan","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2563",2568,0,"David Risselada","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2564",2569,0,"Daisy Luther","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2565",2570,0,"Theodore Shoebat","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2566",2571,0,"Claire Bernish","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2567",2572,0,"Daisy Luther","10/31/2016 11:12","10/31/2016 11:12","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2568",2573,0,"Michael Snyder","10/31/2016 11:13","10/31/2016 11:13","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2569",2574,0,"Nathaniel Mauka","10/31/2016 11:39","10/31/2016 11:39","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2570",2575,0,"Kingdom Ambassador","10/31/2016 11:50","10/31/2016 11:50","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2571",2576,0,"marlene","10/31/2016 11:50","10/31/2016 11:50","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2572",2577,0,"marlene","10/31/2016 11:50","10/31/2016 11:50","dcclothesline.com","US",77628,0,0,1,0,0,0,"bs"
"2573",2578,0,"wtromp","10/28/2016 23:24","10/28/2016 23:24","defenddemocracy.press","US",0,0,0,1,0,0,0,"bs"
"2574",2579,0,"Ike Mclean","10/27/2016 12:25","10/27/2016 12:25","dennismichaellynch.com","US",0,0.182,0,0,0,0,0,"bs"
"2575",2580,0,"Ike Mclean","10/28/2016 12:57","10/28/2016 12:57","dennismichaellynch.com","US",0,0.01,0,0,0,0,0,"bs"
"2576",2581,0,"Dean Daniels","10/28/2016 20:47","10/28/2016 20:47","dennismichaellynch.com","US",0,0,0,0,0,0,0,"bs"
"2577",2582,0,"Dml Daily","10/29/2016 4:30","10/29/2016 4:30","dennismichaellynch.com","US",0,0.178,0,0,0,0,0,"bs"
"2578",2583,0,"Dml Daily","10/29/2016 5:00","10/30/2016 1:05","dennismichaellynch.com","US",0,0.015,0,0,0,0,0,"bs"
"2579",2584,0,"Dml Daily","11/2/2016 13:03","11/2/2016 13:03","dennismichaellynch.com","US",0,0.778,0,0,0,0,0,"bs"
"2580",2585,0,"A. Griffee","11/2/2016 5:00","11/3/2016 8:06","dennismichaellynch.com","US",0,0.144,0,0,0,0,0,"bs"
"2581",2586,0,"Dml Daily","11/4/2016 14:06","11/4/2016 14:06","dennismichaellynch.com","US",0,0,0,0,0,0,0,"bs"
"2582",2587,0,"A. Griffee","11/7/2016 17:34","11/7/2016 17:56","dennismichaellynch.com","US",0,0.031,0,0,0,0,0,"bs"
"2583",2588,0,"Unspecified","11/7/2016 23:57","11/7/2016 23:57","dennismichaellynch.com","US",0,0,0,0,0,0,0,"bs"
"2584",2589,0,"Ike Mclean","11/11/2016 13:13","11/11/2016 14:06","dennismichaellynch.com","US",0,0.323,0,0,0,0,0,"bs"
"2585",2590,0,"Dml Daily","11/12/2016 20:17","11/15/2016 11:36","dennismichaellynch.com","US",0,0.125,0,0,0,0,0,"bs"
"2586",2591,0,"Unspecified","11/20/2016 21:51","11/21/2016 2:27","dennismichaellynch.com","US",0,0,0,0,0,0,0,"bs"
"2587",2592,0,"Ike Mclean","11/21/2016 20:08","11/21/2016 20:50","dennismichaellynch.com","US",0,0.002,0,0,0,0,0,"bs"
"2588",2593,0,"Ike Mclean","11/25/2016 14:13","11/25/2016 19:53","dennismichaellynch.com","US",0,0.027,0,0,0,0,0,"bs"
"2589",2594,0,"Dml Daily","11/25/2016 5:00","11/25/2016 21:04","dennismichaellynch.com","US",0,0.117,0,0,0,0,0,"bs"
"2590",2595,0,"Unspecified","10/27/2016 7:31","10/27/2016 7:31","departed.co","US",0,0.693,0,0,0,0,0,"bs"
"2591",2596,0,"Unspecified","10/28/2016 18:28","10/28/2016 18:28","departed.co","CO",0,0.344,0,0,0,0,0,"bs"
"2592",2597,0,"Unspecified","10/28/2016 19:35","10/28/2016 19:35","departed.co","CO",0,0.91,0,0,0,0,0,"bs"
"2593",2598,0,"Unspecified","10/30/2016 23:33","10/30/2016 23:33","departed.co","US",0,0.212,0,0,0,0,0,"bs"
"2594",2599,0,"Unspecified","10/31/2016 11:59","10/31/2016 11:59","departed.co","US",0,0.244,0,0,0,0,0,"bs"
"2595",2600,0,"Unspecified","11/3/2016 21:56","11/3/2016 21:56","departed.co","US",0,0.219,0,0,0,0,0,"bs"
"2596",2601,0,"Unspecified","11/4/2016 14:25","11/4/2016 14:25","departed.co","CO",0,0.174,0,0,0,0,0,"bs"
"2597",2602,0,"Unspecified","11/1/2016 5:00","11/4/2016 19:57","departed.co","US",0,0.056,0,0,0,0,0,"bs"
"2598",2603,0,"Unspecified","11/6/2016 20:59","11/6/2016 20:59","departed.co","US",0,0.145,0,0,0,0,0,"bs"
"2599",2604,0,"Unspecified","11/7/2016 22:43","11/7/2016 22:43","departed.co","CO",0,0.002,0,0,0,0,0,"bs"
"2600",2605,0,"Unspecified","11/14/2016 11:24","11/14/2016 11:24","departed.co","CO",0,0.001,0,0,0,0,0,"bs"
"2601",2606,0,"Unspecified","11/17/2016 20:57","11/17/2016 20:57","departed.co","US",0,0,0,0,0,0,0,"bs"
"2602",2607,0,"Unspecified","11/6/2016 5:00","11/21/2016 21:25","departed.co","US",0,0.06,0,0,0,0,0,"bs"
"2603",2608,0,"Unspecified","11/23/2016 10:44","11/23/2016 10:44","departed.co","CO",0,0.714,0,0,0,0,0,"bs"
"2604",2692,0,"Unspecified","10/26/2016 21:08","10/26/2016 21:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2605",2694,0,"Unspecified","10/26/2016 20:28","10/26/2016 21:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2606",2695,0,"Unspecified","10/26/2016 15:24","10/26/2016 22:05","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2607",2696,0,"Unspecified","10/27/2016 5:55","10/27/2016 6:36","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2608",2697,0,"Unspecified","10/27/2016 8:03","10/27/2016 8:03","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2609",2698,0,"Unspecified","10/27/2016 12:29","10/27/2016 13:49","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2610",2699,0,"Unspecified","10/27/2016 14:06","10/27/2016 14:06","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2611",2700,0,"Unspecified","10/27/2016 14:18","10/27/2016 14:18","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2612",2701,0,"Unspecified","10/27/2016 11:47","10/27/2016 16:01","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2613",2702,0,"Unspecified","10/27/2016 18:15","10/27/2016 18:15","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2614",2703,0,"Unspecified","10/27/2016 18:15","10/27/2016 18:15","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2615",2704,0,"Unspecified","10/28/2016 0:02","10/28/2016 7:15","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2616",2705,0,"Unspecified","10/28/2016 7:15","10/28/2016 7:15","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2617",2706,0,"Unspecified","10/28/2016 7:26","10/28/2016 7:26","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2618",2707,0,"Unspecified","10/28/2016 17:41","10/28/2016 17:41","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2619",2708,0,"Unspecified","10/28/2016 11:32","10/28/2016 17:41","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2620",2709,0,"Unspecified","10/28/2016 23:18","10/29/2016 1:17","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2621",2710,0,"Unspecified","10/29/2016 4:06","10/29/2016 7:11","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2622",2711,0,"Unspecified","10/29/2016 1:46","10/29/2016 7:11","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2623",2712,0,"Unspecified","10/29/2016 1:05","10/29/2016 7:13","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2624",2713,0,"Unspecified","10/29/2016 7:47","10/29/2016 7:47","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2625",2714,0,"Unspecified","10/29/2016 8:07","10/29/2016 8:07","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2626",2715,0,"Unspecified","10/28/2016 22:22","10/29/2016 8:48","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2627",2716,0,"Unspecified","10/28/2016 13:03","10/29/2016 8:48","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2628",2717,0,"Unspecified","10/28/2016 12:17","10/29/2016 8:48","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2629",2718,0,"Unspecified","10/29/2016 9:35","10/29/2016 9:35","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2630",2719,0,"Unspecified","10/29/2016 10:57","10/29/2016 10:57","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2631",2720,0,"Unspecified","10/29/2016 17:41","10/29/2016 17:41","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2632",2721,0,"Unspecified","10/29/2016 18:27","10/29/2016 18:27","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2633",2722,0,"Unspecified","10/29/2016 17:26","10/29/2016 22:03","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2634",2723,0,"Unspecified","10/30/2016 0:44","10/30/2016 8:38","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2635",2724,0,"Unspecified","10/30/2016 0:33","10/30/2016 8:38","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2636",2725,0,"Unspecified","10/30/2016 9:03","10/30/2016 9:03","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2637",2726,0,"Unspecified","10/30/2016 9:04","10/30/2016 9:04","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2638",2727,0,"Unspecified","10/30/2016 9:14","10/30/2016 9:14","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2639",2728,0,"Unspecified","10/30/2016 9:51","10/30/2016 9:51","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2640",2729,0,"Unspecified","10/30/2016 9:51","10/30/2016 9:51","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2641",2730,0,"Unspecified","10/30/2016 13:27","10/30/2016 13:27","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2642",2731,0,"Unspecified","10/30/2016 19:00","10/30/2016 19:00","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2643",2732,0,"Unspecified","10/30/2016 14:40","10/31/2016 1:00","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2644",2733,0,"Unspecified","10/30/2016 14:12","10/31/2016 1:00","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2645",2734,0,"Unspecified","10/31/2016 7:54","10/31/2016 7:54","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2646",2735,0,"Unspecified","10/31/2016 7:54","10/31/2016 7:54","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2647",2736,0,"Unspecified","10/31/2016 2:35","10/31/2016 7:54","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2648",2737,0,"Unspecified","10/31/2016 9:20","10/31/2016 9:20","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2649",2738,0,"Unspecified","10/31/2016 9:28","10/31/2016 9:28","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2650",2739,0,"Unspecified","10/31/2016 13:20","10/31/2016 13:20","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2651",2740,0,"Unspecified","10/31/2016 18:06","10/31/2016 18:06","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2652",2741,0,"Unspecified","10/31/2016 21:27","11/1/2016 0:14","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2653",2742,0,"Unspecified","10/31/2016 18:12","11/1/2016 0:14","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2654",2743,0,"Unspecified","11/1/2016 11:28","11/1/2016 11:28","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2655",2744,0,"Unspecified","11/1/2016 10:19","11/1/2016 11:28","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2656",2745,0,"Unspecified","11/1/2016 6:46","11/1/2016 11:28","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2657",2746,0,"Unspecified","11/1/2016 6:22","11/1/2016 11:28","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2658",2747,0,"Unspecified","11/1/2016 3:15","11/1/2016 11:28","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2659",2748,0,"Unspecified","11/1/2016 16:08","11/1/2016 16:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2660",2749,0,"Unspecified","10/31/2016 22:56","11/1/2016 16:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2661",2750,0,"Unspecified","10/31/2016 18:04","11/1/2016 16:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2662",2751,0,"Unspecified","10/31/2016 17:15","11/1/2016 16:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2663",2752,0,"Unspecified","10/31/2016 14:41","11/1/2016 16:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2664",2753,0,"Unspecified","11/1/2016 16:58","11/1/2016 16:58","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2665",2754,0,"Unspecified","11/1/2016 16:58","11/1/2016 16:58","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2666",2755,0,"Unspecified","11/1/2016 17:50","11/1/2016 17:50","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2667",2756,0,"Unspecified","11/1/2016 17:50","11/1/2016 17:50","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2668",2757,0,"Unspecified","11/2/2016 8:20","11/2/2016 8:20","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2669",2758,0,"Unspecified","11/2/2016 6:07","11/2/2016 8:20","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2670",2759,0,"Unspecified","11/2/2016 4:21","11/2/2016 8:20","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2671",2760,0,"Unspecified","11/2/2016 0:48","11/2/2016 8:20","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2672",2761,0,"Unspecified","11/2/2016 8:42","11/2/2016 8:42","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2673",2762,0,"Unspecified","11/2/2016 8:52","11/2/2016 8:52","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2674",2763,0,"Unspecified","11/2/2016 10:08","11/2/2016 10:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2675",2764,0,"Unspecified","11/2/2016 10:08","11/2/2016 10:08","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2676",2765,0,"Unspecified","11/2/2016 15:36","11/2/2016 15:36","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2677",2766,0,"Unspecified","11/2/2016 12:22","11/2/2016 15:36","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2678",2767,0,"Unspecified","11/2/2016 19:41","11/2/2016 19:41","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2679",2768,0,"Unspecified","11/2/2016 16:14","11/3/2016 6:21","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2680",2769,0,"Unspecified","11/2/2016 14:57","11/3/2016 6:21","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2681",2770,0,"Unspecified","11/2/2016 12:17","11/3/2016 6:21","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2682",2771,0,"Unspecified","11/3/2016 8:04","11/3/2016 8:40","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2683",2772,0,"Unspecified","11/3/2016 0:35","11/3/2016 8:40","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2684",2773,0,"Unspecified","11/3/2016 0:02","11/3/2016 8:40","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2685",2774,0,"Unspecified","11/2/2016 23:09","11/3/2016 8:40","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2686",2775,0,"Unspecified","11/2/2016 16:55","11/3/2016 9:59","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2687",2776,0,"Unspecified","11/2/2016 16:52","11/3/2016 9:59","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2688",2777,0,"Unspecified","11/3/2016 10:30","11/3/2016 10:30","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2689",2778,0,"Unspecified","11/3/2016 15:45","11/3/2016 15:45","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2690",2779,0,"Unspecified","11/3/2016 16:37","11/3/2016 17:36","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2691",2780,0,"Unspecified","11/3/2016 23:39","11/3/2016 23:39","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2692",2781,0,"Unspecified","11/4/2016 0:58","11/4/2016 0:58","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2693",2782,0,"Unspecified","11/4/2016 4:54","11/4/2016 7:07","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2694",2783,0,"Unspecified","11/4/2016 3:41","11/4/2016 7:07","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2695",2784,0,"Unspecified","11/4/2016 8:58","11/4/2016 8:58","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2696",2785,0,"Unspecified","11/4/2016 10:35","11/4/2016 10:35","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2697",2786,0,"Unspecified","11/4/2016 1:13","11/4/2016 10:35","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2698",2787,0,"Unspecified","11/4/2016 12:06","11/4/2016 12:06","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2699",2788,0,"Unspecified","11/4/2016 12:06","11/4/2016 12:06","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2700",2789,0,"Unspecified","11/4/2016 12:06","11/4/2016 12:06","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2701",2790,0,"Unspecified","11/4/2016 13:33","11/4/2016 13:33","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2702",2791,0,"Unspecified","11/4/2016 14:16","11/4/2016 14:16","disclose.tv","TV",25709,0,0,0,0,0,0,"bs"
"2703",2792,0,"Unspecified","10/27/2016 11:57","10/27/2016 18:01","donaldtrumpnews.co","CO",0,0.201,0,0,0,0,0,"bs"
"2704",2793,0,"Unspecified","10/29/2016 23:03","10/29/2016 23:03","donaldtrumpnews.co","CO",0,0.56,0,0,0,0,0,"bs"
"2705",2794,0,"Unspecified","10/31/2016 7:02","10/31/2016 11:36","donaldtrumpnews.co","CO",0,0.99,0,0,0,0,0,"bs"
"2706",2795,0,"Unspecified","11/2/2016 13:52","11/3/2016 14:05","donaldtrumpnews.co","CO",0,0.032,0,0,0,0,0,"bs"
"2707",2796,0,"Unspecified","11/3/2016 14:10","11/3/2016 14:10","donaldtrumpnews.co","CO",0,0.045,0,0,0,0,0,"bs"
"2708",2797,0,"Unspecified","10/29/2016 1:21","11/4/2016 0:45","donaldtrumpnews.co","CO",0,0.004,0,0,0,0,0,"bs"
"2709",2798,0,"Unspecified","11/7/2016 12:50","11/7/2016 13:58","donaldtrumpnews.co","CO",0,0.011,0,0,0,0,0,"bs"
"2710",2799,0,"Unspecified","11/13/2016 5:31","11/13/2016 5:31","donaldtrumpnews.co","CO",0,0.697,0,0,0,0,0,"bs"
"2711",2800,0,"Unspecified","11/13/2016 5:27","11/14/2016 12:34","donaldtrumpnews.co","CO",0,0.146,0,0,0,0,0,"bs"
"2712",2801,0,"Unspecified","11/14/2016 22:13","11/15/2016 13:49","donaldtrumpnews.co","CO",0,0.233,0,0,0,0,0,"bs"
"2713",2802,0,"Unspecified","10/31/2016 23:35","10/31/2016 23:35","drudgereport.com","US",553,0,0,0,0,0,0,"bs"
"2714",2803,0,"Unspecified","11/7/2016 18:58","11/7/2016 18:58","drudgereport.com","US",553,0,0,0,0,0,0,"bs"
"2715",2804,0,"Unspecified","11/7/2016 18:58","11/7/2016 18:58","drudgereport.com","US",553,0,0,0,0,0,0,"bs"
"2716",2805,0,"Educate Inspire Change","10/29/2016 4:50","10/29/2016 23:10","educateinspirechange.org","GB",48175,0.216,0,0,0,0,0,"bs"
"2717",2906,0,"Unspecified","11/5/2016 22:00","11/7/2016 20:56","empireherald.com","US",0,0.005,0,0,0,0,0,"bs"
"2718",2907,0,"Unspecified","10/27/2016 3:41","10/27/2016 3:41","endingthefed.com","US",0,0.211,0,0,0,0,0,"bs"
"2719",2908,0,"Unspecified","10/27/2016 15:31","10/27/2016 16:56","endingthefed.com","US",0,0.025,0,0,0,0,0,"bs"
"2720",2909,0,"Unspecified","10/27/2016 20:49","10/27/2016 20:49","endingthefed.com","US",0,0.015,0,0,0,0,0,"bs"
"2721",2910,0,"Unspecified","10/29/2016 20:13","10/29/2016 20:13","endingthefed.com","US",0,0.009,0,0,0,0,0,"bs"
"2722",2911,0,"Unspecified","10/29/2016 23:48","10/29/2016 23:48","endingthefed.com","US",0,0.044,0,0,0,0,0,"bs"
"2723",2912,0,"Unspecified","10/30/2016 1:47","10/30/2016 9:03","endingthefed.com","US",0,0.124,0,0,0,0,0,"bs"
"2724",2913,0,"Unspecified","10/29/2016 5:00","10/30/2016 9:27","endingthefed.com","US",0,0.094,0,0,0,0,0,"bs"
"2725",2914,0,"Unspecified","10/30/2016 4:25","10/30/2016 13:48","endingthefed.com","US",0,0.129,0,0,0,0,0,"bs"
"2726",2915,0,"Unspecified","10/31/2016 2:35","10/31/2016 2:35","endingthefed.com","US",0,0.028,0,0,0,0,0,"bs"
"2727",2916,0,"Unspecified","10/31/2016 15:27","10/31/2016 20:16","endingthefed.com","US",0,0.003,0,0,0,0,0,"bs"
"2728",2917,0,"Unspecified","10/31/2016 21:38","10/31/2016 21:38","endingthefed.com","US",0,0.019,0,0,0,0,0,"bs"
"2729",2918,0,"Unspecified","10/31/2016 23:28","11/1/2016 1:53","endingthefed.com","US",0,0,0,0,0,0,0,"bs"
"2730",2919,0,"Unspecified","11/1/2016 14:19","11/1/2016 14:19","endingthefed.com","US",0,0.012,0,0,0,0,0,"bs"
"2731",2920,0,"Unspecified","10/31/2016 23:53","11/1/2016 21:21","endingthefed.com","US",0,0,0,0,0,0,0,"bs"
"2732",2921,0,"Unspecified","10/31/2016 16:52","11/2/2016 21:45","endingthefed.com","US",0,0.124,0,0,0,0,0,"bs"
"2733",2922,0,"Unspecified","11/3/2016 0:52","11/3/2016 6:03","endingthefed.com","US",0,0.237,0,0,0,0,0,"bs"
"2734",2923,0,"Unspecified","11/2/2016 4:23","11/3/2016 12:54","endingthefed.com","US",0,0.014,0,0,0,0,0,"bs"
"2735",2924,0,"Unspecified","11/3/2016 1:39","11/3/2016 18:58","endingthefed.com","US",0,0.102,0,0,0,0,0,"bs"
"2736",2925,0,"Unspecified","11/3/2016 3:24","11/3/2016 20:48","endingthefed.com","US",0,0.164,0,0,0,0,0,"bs"
"2737",2926,0,"Unspecified","11/4/2016 3:52","11/4/2016 9:49","endingthefed.com","US",0,0.123,0,0,0,0,0,"bs"
"2738",2927,0,"Unspecified","11/4/2016 18:10","11/5/2016 19:50","endingthefed.com","US",0,0,0,0,0,0,0,"bs"
"2739",2928,0,"Unspecified","11/6/2016 18:24","11/6/2016 21:33","endingthefed.com","US",0,0.156,0,0,0,0,0,"bs"
"2740",2929,0,"Unspecified","11/7/2016 11:45","11/8/2016 7:56","endingthefed.com","US",0,0.006,0,0,0,0,0,"bs"
"2741",2930,0,"Unspecified","11/1/2016 5:00","11/8/2016 16:46","endingthefed.com","US",0,0.068,0,0,0,0,0,"bs"
"2742",2931,0,"Unspecified","11/3/2016 13:04","11/8/2016 21:20","endingthefed.com","US",0,0.137,0,0,0,0,0,"bs"
"2743",2932,0,"Unspecified","11/8/2016 5:00","11/8/2016 22:33","endingthefed.com","US",0,0.148,0,0,0,0,0,"bs"
"2744",2933,0,"Unspecified","11/12/2016 19:53","11/12/2016 21:29","endingthefed.com","US",0,0.61,0,0,0,0,0,"bs"
"2745",2934,0,"Unspecified","11/10/2016 21:54","11/12/2016 21:52","endingthefed.com","US",0,0.014,0,0,0,0,0,"bs"
"2746",2935,0,"Unspecified","11/1/2016 5:00","11/12/2016 23:50","endingthefed.com","US",0,0.384,0,0,0,0,0,"bs"
"2747",2936,0,"Unspecified","11/1/2016 5:00","11/13/2016 3:25","endingthefed.com","US",0,0.001,0,0,0,0,0,"bs"
"2748",2937,0,"Unspecified","11/12/2016 17:06","11/14/2016 8:38","endingthefed.com","US",0,0.409,0,0,0,0,0,"bs"
"2749",2938,0,"Unspecified","11/14/2016 14:56","11/14/2016 14:56","endingthefed.com","US",0,0.212,0,0,0,0,0,"bs"
"2750",2939,0,"Unspecified","11/15/2016 2:38","11/16/2016 5:56","endingthefed.com","US",0,0.004,0,0,0,0,0,"bs"
"2751",2940,0,"Unspecified","11/17/2016 2:46","11/17/2016 18:57","endingthefed.com","US",0,0.443,0,0,0,0,0,"bs"
"2752",2941,0,"Unspecified","11/17/2016 21:24","11/17/2016 21:57","endingthefed.com","US",0,0.182,0,0,0,0,0,"bs"
"2753",2942,0,"Unspecified","11/17/2016 21:09","11/18/2016 12:50","endingthefed.com","US",0,0.019,0,0,0,0,0,"bs"
"2754",2943,0,"Unspecified","11/21/2016 19:04","11/22/2016 12:21","endingthefed.com","US",0,0.097,0,0,0,0,0,"bs"
"2755",2944,0,"Michael Snyder","10/27/2016 7:52","10/27/2016 12:53","endoftheamericandream.com","US",0,0,0,1,0,0,0,"bs"
"2756",2945,0,"William Lutz","10/28/2016 7:29","10/28/2016 7:48","endoftheamericandream.com","US",0,0,0,1,0,0,0,"bs"
"2757",2946,0,"AnotherAnnie","10/30/2016 10:59","10/30/2016 10:59","endoftheamericandream.com","US",0,0,0,1,0,0,0,"bs"
"2758",2947,0,"K","10/31/2016 1:31","10/31/2016 1:31","endoftheamericandream.com","US",0,0,0,1,0,0,0,"bs"
"2759",2948,0,"mleblanc138","11/1/2016 5:02","11/1/2016 5:02","endoftheamericandream.com","US",0,0,0,1,0,0,0,"bs"
